id,created_at,added_at,title,url,max_score,max_comments
44396620,1751030605,1751364000,Robotic tongue drummer bangs out all the ambient hits,https://blog.arduino.cc/2025/06/07/this-robotic-tongue-drummer-bangs-out-all-the-ambient-hits/,17,4
44404447,1751116039,1751418000,Show HN: I made a 2D game engine in Dart,https://bullseye2d.org/,97,39
44404897,1751120466,1751338800,Publishing Pepys,https://literaryreview.co.uk/publishing-pepys,10,3
44410135,1751167690,1751335200,Harvest Move – A game that requires careful movement,https://jslegend.itch.io/harvest-move,17,2
44410464,1751173070,1751454000,Off with Their Heads: Illustrations of Blemmyes (ca. 1175–1724),https://publicdomainreview.org/collection/blemmyes/,14,3
44410537,1751174241,1751464800,IntyBASIC: A Basic Compiler for Intellivision,https://nanochess.org/intybasic.html,34,4
44410538,1751174263,1751400000,Slouching Towards Sensemaking,https://karanchawla.io/2025/06/29/sensemaking,27,1
44411252,1751185199,1751367600,Chatbot Flow Editor – Visual tool for designing conversation flows,https://github.com/enumura1/chatbot-flow-editor,44,6
44411445,1751187800,1751482800,WebAssembly Troubles part 4: Microwasm (2019),http://troubles.md/microwasm/,45,1
44411586,1751189409,1751425200,Show HN: A local secrets manager with easy backup,https://github.com/raiyanyahya/yacs,16,14
44411825,1751191915,1751450400,PortablE,https://cshandley.co.uk/portable/,10,6
44411894,1751192855,1751367600,Experimental Playgrounds,https://mssv.net/2025/01/26/experimental-playgrounds/,18,2
44411931,1751193230,1751367600,IBM Common User Access – a standard for user interfaces to OSs and programs,https://en.wikipedia.org/wiki/IBM_Common_User_Access,6,1
44412109,1751195030,1751432400,Teaching feed readers about YouTube subscriptions,https://lectio.news/,16,14
44412285,1751197153,1751367600,Introduction to Parser Combinators,https://blog.jcoglan.com/2017/07/06/introduction-to-parser-combinators/,4,0
44412499,1751199539,1751367600,BCPL (2022),https://www.cl.cam.ac.uk/~mr10/BCPL.html,24,5
44412531,1751199887,1751367600,The Illusions of Barbell Theory,https://fakepixels.substack.com/p/the-illusions-of-barbell-theory,5,1
44412726,1751201562,1751436000,"Show HN: A modern C++20 AI SDK (GPT‑4o, Claude 3.5, tool‑calling)",,56,6
44412731,1751201585,1751367600,Kubrick on a Clockwork Orange,http://genius.cat-v.org/stanley-kubrick/interviews/ciment/a-clockwork-orange,5,0
44412808,1751202192,1751439600,The Titanic's Best Lifeboat,https://99percentinvisible.org/episode/632-the-titanics-best-lifeboat/,63,24
44412819,1751202247,1751367600,Inside the British lab growing a biological computer,https://www.ft.com/content/713eab47-a1f1-4477-a7de-f2b150e2faac,5,1
44413076,1751204419,1751475600,The Zen of Quakerism (2016),https://www.friendsjournal.org/the-zen-of-quakerism/,126,101
44413461,1751207431,1751428800,Victory Shoot: Hanemono in Toy Form,https://nicole.express/2025/victory-at-what-cost.html,10,0
44413600,1751208514,1751367600,LLM Memory,https://grantslatton.com/llm-memory,31,6
44413895,1751210983,1751414400,Voyage of Magellan – Epilogue: Sailor of Eternal Fame,https://analog-antiquarian.net/2025/06/27/epilogue-sailor-of-eternal-fame/,17,0
44413945,1751211429,1751407200,The Palette of the Medieval North,https://www.nature.com/articles/s40494-025-01599-w,14,1
44416009,1751227854,1751331600,YouTube No Translation,https://addons.mozilla.org/en-GB/firefox/addon/youtube-no-translation/,466,332
44416620,1751232835,1751490000,The Unseen Fury of Solar Storms,https://www.noemamag.com/the-unseen-fury-of-solar-storms/,28,1
44418642,1751250495,1751497200,Ceasing my use of Creative Commons,https://rubenerd.com/ceasing-my-use-of-creative-commons/,3,0
44419872,1751262759,1751367600,Ask HN: Is noprocrast still working for you?,,9,6
44422809,1751288718,1751497200,Freezing molecules in place shows chemical reactions,https://www.llnl.gov/article/53051/high-explosives-slow-motion-freezing-molecules-place-shows-chemical-reactions,3,0
44424405,1751296767,1751497200,How often is the query plan optimal?,https://vondra.me/posts/how-often-is-the-query-plan-optimal/,32,26
44424627,1751298045,1751432400,OpenFLOW - Isometric Diagramming Tool,https://github.com/stan-smith/OpenFLOW,5,0
44424718,1751298577,1751335200,The Georgist Roots of American Libertarianism,https://asteriskmag.com/issues/10/the-georgist-roots-of-american-libertarianism,13,1
44424747,1751298742,1751328000,There's no such thing as a tree (phylogenetically) (2021),https://eukaryotewritesblog.com/2021/05/02/theres-no-such-thing-as-a-tree/,47,55
44425786,1751304243,1751497200,A Molecule with a Ring to It,https://www.nature.com/articles/nchem.2136.epdf?sharing_token=hRx0lE9vx6IFSD8RNjlkt9RgN0jAjWel9jnR3ZoTv0NkK8XuUq3ovPVrg0CNW6qYCGw36QcUXFlo2avOxUtCSNAsbMSBPX8wFBlZv8P860KSW4WO92WlnMeaFn-hvLogqvIMMh4rfXEfTbGiPDApjw%3D%3D,14,3
44425883,1751304783,1751356800,He Thought an Employee Stole Crypto. The FBI Says It Was a North Korean Scammer,https://www.wsj.com/business/he-thought-an-employee-stole-crypto-the-fbi-says-it-was-a-north-korean-scammer-8aa533a8,5,0
44426157,1751306537,1751331600,Ask HN: Stock Android tablet free of bloatware?,,10,4
44426210,1751306903,1751392800,Show HN: Attach Gateway – one-command OIDC/DID auth for local LLMs,https://github.com/attach-dev/attach-gateway,6,0
44426240,1751307102,1751493600,What's the difference between bio and non bio detergent? (2022),https://smol.com/uk/stories/whats-the-difference-between-bio-vs-non-bio-detergent,3,0
44426681,1751310014,1751356800,Library for better colors on eInk displays,https://github.com/Utzel-Butzel/epdoptimize,6,0
44427022,1751312197,1751356800,PewDiePie quits all Google products [video],https://www.youtube.com/watch?v=u_Lxkt50xOg,23,2
44427042,1751312330,1751349600,Building Accurate Address Matching Systems,https://www.robinlinacre.com/address_matching/,13,2
44427236,1751313713,1751328000,Apple Loses Bid to Dismiss US Smartphone Monopoly Case,https://www.reuters.com/sustainability/boards-policy-regulation/apple-loses-bid-dismiss-us-smartphone-monopoly-case-2025-06-30/,10,0
44427244,1751313757,1751328000,"Ted Chiang on Superintelligence in ""The Hampdenshire Wonder""",https://lithub.com/ted-chiang-on-superintelligence-and-its-discontents-in-j-d-beresfords-innovative-work-of-early-20th-century-science-fiction/,29,0
44427331,1751314325,1751328000,Bulk Lots of DB-19s for Sale,https://www.bigmessowires.com/2025/06/30/bulk-lots-of-db-19s-for-sale/,39,9
44427628,1751316124,1751428800,Let's create a Tree-sitter grammar,https://www.jonashietala.se/blog/2024/03/19/lets_create_a_tree-sitter_grammar/,5,0
44427637,1751316182,1751428800,Large Language Model-Powered Agent for C to Rust Code Translation,https://arxiv.org/abs/2505.15858,3,0
44427658,1751316301,1751335200,NASA plans to stream rocket launches on Netflix starting this summer,https://www.cnbc.com/2025/06/30/nasa-rocket-launches-netflix.html,3,2
44427871,1751317542,1751328000,Skyrocketing HBM Will Push Micron Through $45B and Beyond,https://www.nextplatform.com/2025/06/30/skyrocketing-hbm-will-push-micron-through-10-billion-and-beyond/,4,0
44427915,1751317822,1751392800,"Show HN: C.O.R.E – Opensource, user owned, shareable memory for Claude, Cursor",https://github.com/RedPlanetHQ/core,20,4
44427918,1751317837,1751346000,A Possible Connection Between Mental Illness and Diet,https://undark.org/2025/06/24/mental-illness-ketogenic-diet/,6,0
44428176,1751319490,1751331600,TYPES 2025: The 31st International Conference on Types for Proofs and Programs,https://msp.cis.strath.ac.uk/types2025/programme.html,4,0
44428255,1751319951,1751428800,RelaX – Relational Algebra Calculator,https://dbis-uibk.github.io/relax/landing,6,0
44428260,1751320016,1751331600,Transformers Are Graph Neural Networks,https://arxiv.org/abs/2506.22084,33,2
44428271,1751320087,1751356800,Is 2025 the Year of the Linux Desktop – Part I,https://www.lttlabs.com/blog/2025/06/30/is-2025-the-year-of-the-linux-desktop-part-i,5,0
44428422,1751321214,1751328000,US Government takes down major North Korean 'remote IT workers' operation,https://techcrunch.com/2025/06/30/us-government-takes-down-major-north-korean-remote-it-workers-operation/,15,7
44428438,1751321339,1751338800,Show HN: A continuation of IRS Direct File that can be self-hosted,https://github.com/openfiletax/openfile,244,34
44428788,1751324055,1751342400,Ask HN: Which skill do you believe will take the longest to be replaced by AI?,,12,39
44428871,1751324780,1751338800,Public release of W3C's 2025-2028 strategic objectives initiatives,https://www.w3.org/blog/2025/public-release-of-w3cs-2025-2028-strategic-objectives-initiatives/,5,0
44428927,1751325220,1751497200,On-Demand GPU Clusters – Spin up TCP clusters across cloud providers easily,https://gpus.exla.ai/,5,1
44428997,1751325966,1751497200,Killer whales groom each other–with pieces of kelp,https://www.science.org/content/article/killer-whales-groom-each-other-pieces-kelp,98,52
44429007,1751326046,1751328000,Trump officials create searchable national citizenship database,https://www.theguardian.com/us-news/2025/jun/30/trump-citizenship-database,10,0
44429025,1751326226,1751328000,How do SO_REUSEADDR and SO_REUSEPORT differ?,https://stackoverflow.com/questions/14388706/how-do-so-reuseaddr-and-so-reuseport-differ,10,0
44429116,1751327017,1751335200,Show HN: Local LLM Notepad – run a GPT-style model from a USB stick,https://github.com/runzhouye/Local_LLM_Notepad,39,8
44429182,1751327622,1751328000,Melbourne man discovers extensive model train network underneath house,https://www.sbs.com.au/news/article/i-was-shocked-melbourne-mans-unbelievable-find-after-buying-house/m4sksfer8,406,153
44429190,1751327719,1751328000,Taste Is the New Intelligence,https://wildbarestepf.substack.com/p/taste-is-the-new-intelligence,12,3
44429192,1751327737,1751497200,Importance of context management in AI NPCs,https://walterfreedom.com/post.html?id=ai-context-management,59,26
44429225,1751328075,1751328000,Claude Code now supports Hooks,https://docs.anthropic.com/en/docs/claude-code/hooks,384,171
44429393,1751329749,1751328000,400 million Windows PCs vanished in 3 years. Where did they all go?,https://www.zdnet.com/article/400-million-windows-pcs-vanished-in-3-years-where-did-they-all-go/,12,14
44429413,1751330013,1751356800,John Carmack (Keen Technologies): Research Directions Upper Bound 2025 [video],https://www.youtube.com/watch?v=3pdlTMdo7pY,5,1
44429454,1751330426,1751331600,The Dollar Has Its Worst Start to a Year Since 1973,https://www.nytimes.com/2025/06/30/business/dollar-decline-trump.html,10,5
44429457,1751330464,1751331600,The Email Startup Graveyard: Why 80%+ of Email Companies Fail,https://forwardemail.net/en/blog/docs/email-startup-graveyard-why-80-percent-email-companies-fail,141,130
44429531,1751331502,1751342400,Pluto is a unique dialect of Lua with a focus on general-purpose programming,https://github.com/PlutoLang/Pluto,77,40
44429537,1751331580,1751331600,Trump team axes contracts with publishing giant Springer Nature,https://www.nature.com/articles/d41586-025-02080-1,6,1
44429608,1751332309,1751335200,"Israel was facing destruction at the hands of Iran, and how it saved itself",https://www.timesofisrael.com/israel-was-facing-destruction-at-the-hands-of-iran-this-is-how-close-it-came-and-how-it-saved-itself/,7,0
44429660,1751332722,1751360400,"FBI arrests one man, searches laptops: North Korean tech-worker scheme",https://www.cnn.com/2025/06/30/politics/fbi-laptop-north-korea,4,0
44429695,1751333107,1751335200,Rust CLIs with Clap,https://tucson-josh.com/posts/rust-clap-cli/,97,88
44429766,1751334056,1751335200,Why Can't Americans Sleep?,https://www.theatlantic.com/magazine/archive/2025/08/insomnia-health-cognitive-behavioral-therapy/683257/,11,2
44429770,1751334115,1751342400,California Democrats Agree to Roll Back Landmark Environmental Law,https://www.nytimes.com/2025/06/30/us/california-environment-newsom-ceqa.html,6,2
44429789,1751334237,1751493600,Writing Code Was Never the Bottleneck,https://ordep.dev/posts/writing-code-was-never-the-bottleneck,772,387
44429860,1751335020,1751346000,Tiny macOS utility that mirrors an external monitor in a resizable window,https://www.beeno.app/,54,8
44429861,1751335039,1751338800,Taiwan provides a model for digital defense of democracy,https://www.japantimes.co.jp/commentary/2025/06/30/world/taiwans-digital-defense-of-democracy/,4,0
44429979,1751336370,1751342400,Oracle stock jumps after $30B annual cloud deal revealed in filing,https://www.cnbc.com/2025/06/30/oracle-orcl-stock-cloud-deal.html,8,1
44430107,1751337999,1751338800,Narrowest Fiat Panda is one anorexic 19-inch-wide EV,https://www.yankodesign.com/2025/06/27/worlds-narrowest-fiat-panda-is-one-anorexic-19-inch-wide-ev-destined-for-the-record-books/,10,1
